categoria,titulo,descripcion,tiempo_preparacion,tiempo_cocina,tiempo_total,porciones,ingredientes,pasos,url
Frittatas,American Frittata,A simple frittata for the whole family. You may substitute your favorite sausage for ham in this recipe if you wish.,15 mins,15 mins,30 mins,8,"4  potatoes, peeled and cubed
½  onions, sliced
1 tablespoon vegetable oil
8  eggs, beaten
¾ cup cubed ham
salt and pepper to taste
¾ cup shredded Cheddar cheese","Paso 1: Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 5 minutes. Drain and set aside to cool. Meanwhile, preheat oven to 350 degrees F (175 degrees C).
Paso 2: In a cast iron skillet, heat oil over medium heat. Add onions and cook slowly, stirring occasionally, until onions are soft.
Paso 3: Stir in eggs, drained potatoes, ham, salt and pepper. Cook until eggs are firm on the bottom, about 5 minutes. Top frittata with shredded cheese and place in preheated oven until cheese is melted and eggs are completely firm, about 10 minutes.",https://www.allrecipes.com/recipe/20020/american-frittata/
Frittatas,Artichoke Frittata,This artichoke frittata is rich and delicious. It's easy to make and can be served warm or cool.,20 mins,45 mins,1 hr 5 mins,12,"1 (12 ounce) jar marinated artichoke hearts
1 bunch green onions, chopped
1 pound sharp Cheddar cheese, grated
9 large eggs, beaten
14  saltine crackers, crumbled
½ cup chopped fresh parsley
2 cloves garlic, minced (Optional)
1 dash hot pepper sauce (such as Tabasco®)
salt and ground black pepper to taste","Paso 1: Preheat the oven to 325 degrees F (165 degrees C). Drain artichoke hearts and reserve 3 tablespoons liquid. Chop artichoke hearts and set aside.
Paso 2: Heat 3 tablespoons reserved liquid in a large skillet over medium heat. Add green onions; cook and stir until wilted, 2 to 3 minutes.
Paso 3: Transfer green onions to a mixing bowl. Stir in artichoke hearts, Cheddar, eggs, crackers, parsley, garlic, hot sauce, salt, and pepper until well combined. Pour into a 9x13-inch baking dish.
Paso 4: Bake in the preheated oven until the center is puffy and no longer moist, about 40 minutes. Cool slightly before cutting into 12 squares.",https://www.allrecipes.com/recipe/221945/artichoke-frittata/
Frittatas,Potato and Vegetable Frittata,"This vegetable frittata with potatoes is an easy and filling dish that goes well with cooked greens or a tossed salad and some sprouted grain bread. Almost any vegetables can go into the mix — just make sure they're all chopped before beginning, and start with the ones with the longest cooking time.",20 mins,5 mins,25 mins,2,"1 teaspoon olive oil
½ cup chopped onion
1 clove garlic, minced
½ cup diced green bell pepper
1  zucchini, halved lengthwise and cut in 1/4 inch slices
2 cups cooked and diced potatoes
1 cup chopped fresh tomato
2 tablespoons black olives
4  eggs
salt and pepper to taste
¼ teaspoon dried oregano
1 pinch cayenne pepper
½ small tomato, sliced
¼ cup shredded mozzarella cheese
¼ cup grated Parmesan cheese","Paso 1: Set an oven rack about 6 inches from the heat source and preheat the oven's broiler.
Paso 2: Heat oil in a frying pan with an ovenproof handle. Sauté onion, garlic, and bell pepper over low heat until vegetables are tender but not browned. Add zucchini and continue cooking, stirring occasionally, until tender but still crisp. Add potatoes and continue cooking, stirring frequently, until potatoes are heated through and starting to stick to the pan. Stir in chopped tomatoes and black olives and cook just until tomatoes begin giving up their juice.
Paso 3: Whisk eggs together with salt, pepper, oregano, and cayenne; pour over cooked vegetables.
Paso 4: Arrange tomato slices over the top and sprinkle mozzarella and Parmesan over tomato slices. Cook gently over low heat until eggs are almost set (firm around the edges and a bit runny in the middle).
Paso 5: Place the pan under the preheated broiler for 1 to 2 minutes, or until eggs are fully set and cheese is melted and slightly browned. Cut into wedges and serve.",https://www.allrecipes.com/recipe/16517/potato-and-vegetable-frittata/
Frittatas,Air Fryer Spanish Tortilla,A Spanish tortilla is just as tasty when made in your air fryer. This recipe saves on cleanup and reduces oil from the traditional recipes. Try this nestled in a ciabatta roll with some hot sauce.,10 mins,40 mins,50 mins,4,"1 large potato, peeled and cut into 1-inch cubes
1 tablespoon extra-virgin olive oil
⅛ cup leek, sliced into 1/4-inch pieces
5  eggs
¼ cup grated Pecorino Romano cheese
salt and ground black pepper to taste
⅛ cup chopped fresh flat-leaf parsley","Paso 1: Rinse potato cubes and put them into a bowl with cold water to soak for about 10 minutes.
Paso 2: Preheat an air fryer to 325 degrees F (160 degrees C).
Paso 3: Drain potatoes and pat dry. Transfer to a bowl and toss with olive oil. Put them into the air fryer basket.
Paso 4: Cook for 18 minutes. Raise the temperature to 350 degrees F (180 degrees C). Shake the basket. Add leek and shake basket again. Cook until leek has softened, about 3 minutes.
Paso 5: Meanwhile, whisk eggs, Pecorino Romano cheese, salt, and pepper together in a bowl and pour into a 6-inch, nonstick cake pan. Mix in cooked potatoes and leek. Set cake pan into the air fryer basket. Cook until tortilla has browned on top and the middle no longer jiggles, about 15 minutes.
Paso 6: Remove from the air fryer and cool for 5 minutes. Sprinkle with Italian parsley before serving.",https://www.allrecipes.com/recipe/279529/air-fryer-spanish-tortilla/
Frittatas,Ham and Cheese Frittata,"This ham and cheese frittata is great for breakfast, lunch, or dinner! Feel free to experiment with the ingredients. If you love an ingredient, add more. Don't like one much, add less. It's a very versatile recipe.",15 mins,25 mins,40 mins,4,"3 large eggs
3 tablespoons milk
2 tablespoons butter
2  potatoes, cut into small cubes
½ cup cubed fully cooked ham
¼ cup chopped onion
1 ½ teaspoons minced garlic
¼ cup water, or as needed (Optional)
salt and ground black pepper to taste
¼ cup shredded Cheddar cheese","Paso 1: Set an oven rack about 6 inches from the heat source; preheat the broiler.
Paso 2: Beat eggs and milk in a bowl; set aside.
Paso 3: Melt butter in a large, oven-proof skillet over medium heat; cook and stir potatoes, ham, onion, and garlic in melted butter until potatoes are tender, about 15 minutes. Add water if vegetables become dry. Season with salt and pepper.
Paso 4: Pour egg mixture over vegetable mixture. Cook, without stirring, until eggs are slightly browned on the bottom.
Paso 5: Broil in the preheated oven until eggs are nearly set, about 5 minutes. Sprinkle Cheddar cheese over eggs and continue broiling until frittata is completely set and cheese is melted, about 5 minutes more.",https://www.allrecipes.com/recipe/233293/ham-and-egg-frittata/
Frittatas,Spinach and Mushroom Frittata,"This spinach mushroom frittata is delicious! Looking for a vegetable with super health powers? Try spinach. It's packed with vitamins, minerals, and antioxidants.",10 mins,30 mins,40 mins,6,"1 (10 ounce) package frozen chopped spinach, thawed and squeezed thoroughly to remove liquid
4  eggs or equivalent egg substitute
1 cup part-skim ricotta cheese
¾ cup freshly grated Parmesan cheese
¾ cup chopped portobello mushrooms
½ cup finely chopped scallions with some green tops
¼ teaspoon dried Italian seasonings
1 pinch Salt and pepper, to taste","Paso 1: Preheat the oven to 375 degrees F (190 degrees C).
Paso 2: In a large bowl, whisk together all ingredients until well mixed. Spray a 9-inch pie plate with cooking spray and fill it with spinach mixture.
Paso 3: Bake for 30 minutes, or until browned and set. Let cool for 20 minutes, cut in wedges, and serve.",https://www.allrecipes.com/recipe/85273/spinach-and-mushroom-frittata/
Frittatas,Instant Pot Egg Bites,"These egg cups in an Instant Pot are perfect for breakfast on the go. Packed with spinach, onion, garlic, and cheese, they have a lot of flavors.",15 mins,15 mins,40 mins,6,"12  eggs
1 teaspoon granulated garlic
1 ½ teaspoons salt, or to taste
1 ½ teaspoons ground black pepper, or to taste
1 cup chopped spinach
¾ cup shredded Muenster cheese
½ cup chopped onion","Paso 1: Beat eggs in a medium bowl until yellow and frothy. Add garlic, salt, and pepper.
Paso 2: Toss spinach, Muenster cheese, and onion together in a small bowl. Divide evenly among the cavities of a silicone egg mold. Pour beaten eggs into each cavity, filling each 3/4 full. Cover mold with aluminum foil.
Paso 3: Pour 1/2 cup water into a multi-functional pressure cooker, such as Instant Pot. Place egg mold inside. Close and lock the lid, sealing the vent. Select Steam function; set timer for 13 minutes.
Paso 4: Release pressure naturally according to manufacturer's instructions, 10 to 40 minutes.",https://www.allrecipes.com/recipe/266623/instant-pot-egg-bites/
Frittatas,Green Chile Frittata,"This frittata with cottage cheese and green chiles is great for either brunch or breakfast. If you want to serve it for an early morning breakfast, make it a day ahead and reheat each portion in the microwave.",15 mins,50 mins,1 hr 5 mins,10,"10 large eggs, beaten
½ cup all-purpose flour
1 teaspoon baking powder
1 pinch salt
1 (16 ounce) container low-fat cottage cheese
1 cup shredded Cheddar cheese
1 (7 ounce) can diced green chile peppers, drained
¼ cup melted butter","Paso 1: Preheat the oven to 400 degrees F (200 degrees C). Lightly grease a 9x13-inch baking dish.
Paso 2: Mix eggs, flour, baking powder, and salt together in a large bowl. Stir in cottage cheese, Cheddar cheese, chile peppers, and melted butter. Pour into the prepared baking dish.
Paso 3: Bake in the preheated oven for 15 minutes. Reduce the heat to 325 degrees F (165 degrees C), and continue baking for 35 to 40 minutes.
Paso 4: Remove from the oven and allow to cool slightly before cutting and serving.",https://www.allrecipes.com/recipe/23519/green-chile-frittata/
Frittatas,Easy Broccoli Frittata,This is an easy-to-make broccoli frittata recipe!,5 mins,45 mins,1 hr,4,"3 cups bite-size broccoli pieces
8 large eggs
¼ cup milk
1 teaspoon paprika (Optional)
1 teaspoon salt
1 teaspoon ground black pepper","Paso 1: Preheat the oven to 375 degrees F (190 degrees C).
Paso 2: Bring a large pot of water to a boil. Add broccoli; cook in boiling water until tender, about 5 minutes. Drain and let cool, about 10 minutes. Transfer to an oven-proof pan with 2-inch sides.
Paso 3: Whisk together eggs, milk, paprika, salt, and pepper in a large bowl until well combined. Pour over broccoli in the pan.
Paso 4: Bake in the preheated oven until edges are golden and center is set, about 35 minutes.",https://www.allrecipes.com/recipe/259479/easy-broccoli-frittata/
Frittatas,Zucchini Scallion Frittata Cups,"These zucchini egg cups are portion-controlled and protein-packed meals for on-the-go lifestyles. They freeze well, so I usually grab a few for lunch when I'm short on time.",15 mins,30 mins,45 mins,12,"cooking spray
7  egg whites
3  eggs
2 tablespoons half-and-half
2 cups shredded zucchini
1 cup chopped green onion
3 tablespoons grated Parmigiano-Reggiano cheese","Paso 1: Preheat the oven to 350 degrees F (175 degrees C). Prepare 12 muffin cups with cooking spray.
Paso 2: Whisk egg whites, eggs, and half-and-half together in a bowl. Stir zucchini, green onion, and cheese into egg mixture; pour into prepared muffin cups.
Paso 3: Bake in the preheated oven until set in the middle, 30 to 35 minutes.",https://www.allrecipes.com/recipe/233886/zucchini-scallion-frittata-cups/
Frittatas,Smoked Salmon Frittata,A delicious Pacific Northwest salmon frittata recipe made with smoked salmon and cream cheese. Garnish with fresh herbs or avocado slices for a beautiful presentation.,30 mins,30 mins,1 hr,4,"4 tablespoons olive oil
¼ medium onion, chopped
salt and pepper, to taste
4 ounces pepper smoked salmon
8  black olives, chopped
6  eggs
2 tablespoons milk
2 tablespoons heavy cream
½ (8 ounce) package cream cheese, cubed","Paso 1: Preheat the oven to 350 degrees F (175 degrees C).
Paso 2: Heat olive oil in an 8-inch, oven-safe skillet over medium heat. Add onion and season with a little salt and pepper. Cook, stirring until translucent, about 5 minutes. Add salmon and olives; cook and stir briefly to release the flavors.
Paso 3: In a medium bowl, whisk together eggs, milk, and cream. Pour over salmon and onion, and stir gently. Scatter cubes of cream cheese over the top. Cook over medium heat without stirring, until the edges appear firm.
Paso 4: Place the skillet in the preheated oven, and bake for 20 minutes, or until nicely browned and puffed. Flip onto a serving plate, and cut into wedges to serve.",https://www.allrecipes.com/recipe/71928/smoked-salmon-frittata/
Frittatas,Spring Vegetable Frittata for Mother,"This is a special spring vegetable frittata recipe. It always feels a little wrong to make a frittata with freshly cooked vegetables since the whole point of the dish is to use up leftovers, but seeing as we're making this for a Mother's Day brunch, we'll make an exception. Make sure all your vegetables are tender, hot, and well-seasoned before adding your eggs, and not a lot can go wrong.",20 mins,30 mins,50 mins,6,"2 tablespoons olive oil
1 large leek (white part only), chopped
1 teaspoon salt, divided, or as needed
1 ½ cups (1/2-inch) sliced zucchini
1  jalapeño pepper, seeded and diced
1 ½ cups (1/2-inch) asparagus pieces
1 cup baby spinach
1 ½ cups sliced cooked potatoes
12 large eggs
½ teaspoon freshly ground black pepper
1 pinch cayenne pepper
4 ounces crumbled goat-milk feta cheese","Paso 1: Preheat the oven to 350 degrees F (175 degrees C).
Paso 2: Heat olive oil in a heavy 10-inch skillet over medium heat. Cook leek in hot oil with a pinch of salt, stirring occasionally, until leeks soften and start to turn translucent, 5 to 6 minutes. Add zucchini and jalapeño; season with a pinch of salt. Cook until zucchini starts to get tender and pale green, about 5 minutes. Add asparagus and cook until bright green, about 1 minute. Add spinach and another pinch of salt; cook until wilted, about 1 minute. Stir in cooked potatoes and heat through, about 5 minutes.
Paso 3: Crack eggs into a bowl; add salt, black pepper, and cayenne. Whisk until well combined, at least 30 seconds. Pour eggs over vegetables in the skillet over medium heat. Add 3 ounces feta cheese; stir lightly until evenly distributed. Top with remaining 1 ounce feta cheese. Remove from heat.
Paso 4: Bake in the preheated oven until eggs are set, 12 to 15 minutes. When nearly set, turn on the oven broiler. Broil frittata until the top browns, 1 to 2 minutes. Cool slightly; serve warm.",https://www.allrecipes.com/recipe/242351/spring-vegetable-frittata-for-mother/
Frittatas,Bacon and Potato Frittata with Greens,"This is a wonderful frittata anytime of day or night. My grandfather used to make frittatas quite often. Instead of finishing a frittata under the broiler he would cook it halfway, put a plate on top of the pan, flip the pan over, and slide the frittata back into the pan to cook the other side. Sometimes a frittata would stick; other times the hot oil would drip on him as he performed this maneuver. It was during these moments that I learned all the really good Italian curse words I still use to this day.",10 mins,25 mins,35 mins,8,"6 slices bacon, chopped
1  potato, peeled and sliced into thin 1-inch pieces
2 tablespoons water, or as needed
1 clove garlic, thinly sliced
½ teaspoon red pepper flakes
salt and ground black pepper, to taste
1 bunch Swiss chard, chopped
8  eggs, beaten
⅓ cup grated Parmesan cheese","Paso 1: Set oven rack about 6 inches from the heat source and preheat the oven's broiler.
Paso 2: Cook and stir bacon in a large oven-proof skillet over medium heat until evenly browned and crispy, about 10 minutes. Drain all but 1 teaspoon bacon grease from the skillet.
Paso 3: Stir potato slices, water, garlic, red pepper flakes, salt, and black pepper into bacon; cover the skillet with a lid and cook until potatoes are tender, about 10 minutes.
Paso 4: Mix Swiss chard into potato mixture; cook and stir until chard is slightly wilted, 2 to 3 minutes.
Paso 5: Pour eggs over potato-chard mixture, stir gently, and remove skillet from heat. Top egg mixture with Parmesan cheese.
Paso 6: Broil in the preheated oven until eggs are set and frittata is golden brown around the edges, 3 to 4 minutes.",https://www.allrecipes.com/recipe/238314/bacon-and-potato-frittata-with-greens/
Frittatas,Tortilla Española,"I make this Spanish tortilla recipe all the time at home. My boyfriend's family is Spanish, and he loves this dish. It's easy to prepare and always a crowd-pleaser. Traditionally, this dish uses only onions, potatoes, and egg; however, I like to add a little green, either parsley or chives.",20 mins,25 mins,50 mins,4,"1 tablespoon olive oil, or more if needed
2 large potatoes, peeled and thinly sliced
salt and pepper to taste
¼ teaspoon smoked paprika, or to taste
1  sweet Spanish onion, thinly sliced
6 large eggs
1 teaspoon olive oil
1 bunch fresh parsley, coarsely chopped
1 tablespoon olive oil","Paso 1: Preheat the oven to 350 degrees F (175 degrees C).
Paso 2: Heat 1 tablespoon olive oil in an oven-proof skillet over medium heat until it shimmers. Place potatoes into hot oil and season with salt and pepper. Sprinkle with smoked paprika. Pan-fry potatoes, stirring and tossing occasionally, until they start to soften, about 8 minutes.
Paso 3: Add onion and cook, stirring occasionally, until potatoes and onion are lightly browned and onion is translucent, about 10 more minutes. Remove the skillet from heat and allow to cool for about 5 minutes.
Paso 4: Beat eggs with 1 teaspoon olive oil in a large bowl. Stir in parsley, then add potato-onion mixture until lightly combined.
Paso 5: Heat 1 tablespoon olive oil in the same skillet over medium heat until it shimmers. Gently spoon egg-potato mixture into hot oil. Reduce heat to medium-low and shake the skillet a few times to help release omelette from the bottom of the skillet. Slide the skillet into the preheated oven.
Paso 6: Bake in the preheated oven until omelette is puffed and the top is golden brown, about 5 minutes. A toothpick inserted into the center of omelette should come out clean; cut into pie-shaped pieces and serve.",https://www.allrecipes.com/recipe/213226/tortilla-espanola/
Frittatas,Spinach Frittata,"This spinach frittata recipe is an easy egg dish filled with spinach, ham, bell pepper, onion, and cheese for a delicious and quick brunch option made right in a skillet.",20 mins,15 mins,35 mins,4,"2 tablespoons olive oil
½ cup red bell pepper, cut into thin matchsticks
½ cup chopped onion
3 large eggs
½ cup milk
1 (10 ounce) package frozen chopped spinach, thawed and squeezed dry
1 cup chopped cooked ham
½ cup shredded mozzarella cheese
½ cup crumbled feta cheese
½ teaspoon salt
¼ teaspoon ground black pepper","Paso 1: Heat olive oil in a skillet over medium heat. Add red pepper and onion. Cook and stir until tender, about 5 minutes.
Paso 2: Beat eggs and milk together in a bowl until smooth; add spinach, ham, mozzarella cheese, feta cheese, salt, and black pepper. Gently stir to mix evenly; pour into the skillet.
Paso 3: Place a cover on the skillet and cook until the egg mixture is completely set in the center, 7 to 10 minutes. Cut into wedges to serve.",https://www.allrecipes.com/recipe/230431/spinach-frittata/
Frittatas,Veggie Frittata,This nutritious recipe is a favourite of egg farmers Mark and Joanie Hamel of Watford. The vegetables can be varied to your preference.,5 mins,5 mins,10 mins,6,"1 tablespoon butter or margarine
1 cup sliced mushrooms
½ cup chopped green and/or red peppers
⅓ cup chopped onion
12  eggs
¼ cup water","Paso 1: Melt butter in a medium (10-inch/25 cm) frying pan over medium heat. Add mushrooms, peppers and onion; saute until tender.
Paso 2: While vegetables are cooking, whisk together eggs and water. Pour egg mixture over vegetables in the frying pan. Cover and cook over medium heat, occasionally poking through the mixture to allow uncooked egg to flow to the bottom of the pan.
Paso 3: When bottom is cooked and top is almost set, finish cooking the frittata on the stove top by covering it with a lid for a few minutes, or flip it over in the pan to cook the top, or cook the top under the broiler.
Paso 4: To flip the frittata, place a dinner plate over the pan holding it firmly in place, then turn the frying pan and plate upside down. The frittata will fall into the plate, top side down. Slide the frittata back into the frying pan, top down. Cook for a few minutes until top (now the bottom) is cooked.
Paso 5: Alternately, place the frying pan under a preheated broiler until the top is cooked and slightly puffed, about a minute or two. The frying pan must be ovenproof in order to do this. To ovenproof the handle, wrap it with a double thickness of aluminum foil.
Paso 6: Cut into wedges and serve.",https://www.allrecipes.com/recipe/229839/veggie-frittata/
Frittatas,Potato and Zucchini Frittata,"This recipe is great for breakfast, brunch, lunch, or dinner. If you're eating this as a main meal serve it with a nice fresh salad. You can adapt it at will, adding some bacon or different sorts of vegetables. An optional extra is to add some grated cheese on the top before putting it in the oven.",15 mins,20 mins,35 mins,4,"2 large potatoes, peeled and sliced
1 tablespoon olive oil
2  zucchini, sliced
1 large onion, finely chopped
8  eggs
1 teaspoon dried oregano
1 teaspoon cayenne pepper
salt and ground black pepper to taste","Paso 1: Bring a large pot of water to a boil. Add potatoes and boil for 5 minutes. Drain and set aside.
Paso 2: Heat oil in a deep cast iron skillet over medium heat. Add zucchini and onion; saute until golden, 5 to 7 minutes. Add drained potatoes and stir gently to incorporate.
Paso 3: Beat eggs in a bowl with oregano, cayenne pepper, salt, and pepper. Pour egg mixture into the skillet until evenly distributed; stir gently with a fork. Cook until eggs are set, 5 to 10 minutes.
Paso 4: Meanwhile, set an oven rack about 6 inches from the heat source and preheat the oven's broiler. Transfer skillet into the broiler and cook until golden brown, about 5 minutes.",https://www.allrecipes.com/recipe/275460/potato-and-zucchini-frittata/
Frittatas,Smoked Salmon-Asparagus Frittata,"Breakfast for dinner? When it's easy to make, why not?! Be sure to pair with Chateau Ste. Michelle Riesling for the ultimate meal.",15 mins,30 mins,45 mins,8,"2 small yellow potatoes
10  eggs
½ teaspoon hot sauce (such as Tabasco®)
1 tablespoon chopped fresh tarragon
2 tablespoons chopped fresh chives
1 teaspoon lemon zest
Salt and ground black pepper to taste
2 tablespoons olive oil
¼ cup diced red onions
1 cup asparagus, cut into 3/4-inch pieces
½ cup smoked salmon, broken into small pieces
⅓ cup shredded Gruyere cheese","Paso 1: Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 10 minutes. Drain and let cool.
Paso 2: Whisk 10 eggs in a bowl. Add hot sauce, chopped tarragon, chopped chives, lemon zest, salt, and pepper to eggs and whisk.
Paso 3: Preheat the oven to 375 degrees F (190 degrees C). Dice potatoes once cooled.
Paso 4: Heat an ovenproof pan on medium-high heat and add olive oil. Add onions, potatoes, and asparagus to pan and saute for 2 minutes. Reduce heat to medium. Add egg mixture to pan. Stir in smoked salmon and Gruyere cheese.
Paso 5: Bake in the preheated oven for 15 minutes or until eggs puff up. Cool for a few minutes and serve.",https://www.allrecipes.com/recipe/278405/smoked-salmon-asparagus-frittata/
Frittatas,Microwave Frittata for One,This is a quick breakfast; from start to finish it's ready in about 5 minutes,5 mins,5 mins,10 mins,1,"1 serving cooking spray
2 large eggs
1 tablespoon pesto
2 tablespoons ricotta cheese
2 tablespoons freshly grated Parmesan cheese
freshly ground black pepper to taste
1 tablespoon chopped green onion, or to taste","Paso 1: Spray a large coffee mug with cooking spray.
Paso 2: Whisk eggs, pesto, ricotta cheese, Parmesan cheese, and pepper together in a small bowl. Pour frittata mixture into coffee mug.
Paso 3: Cook the frittata in a microwave oven for 1 minute and 30 seconds, stirring at thirty-second intervals (you will stir twice). Invert cooked frittata onto a plate or eat it right out of the coffee mug. Garnish with green onions.",https://www.allrecipes.com/recipe/271092/microwave-frittata-for-one/
Frittatas,Kuku Sabzi,"Kuku sabzi is a traditional Persian dish that is an herb-heavy frittata. The egg is really just a binder to hold all of the herbs together; it is not the main component of this dish. Serve with flatbread, yogurt, pickled onions, feta, and pomegranate seeds. It is wonderful served hot or at room temperature. Great light lunch or an appetizer for a casual cocktail party.",15 mins,20 mins,35 mins,4,"1 large leek
3 tablespoons extra-virgin olive oil, divided
4 large eggs
1 teaspoon baking powder
1 teaspoon ground fenugreek
¾ teaspoon kosher salt
½ teaspoon ground turmeric
1 ½ cups finely chopped fresh parsley
1 cup finely chopped fresh cilantro
¾ cup finely chopped fresh dill","Paso 1: Slice leek in half lengthwise, then slice thinly crosswise.
Paso 2: Heat 1 tablespoon olive oil in a 10-inch, nonstick, broiler-safe skillet over medium heat. Add leek and cook, stirring occasionally, until softened and cooked through, 8 to 10 minutes. Remove from heat.
Paso 3: Preheat the oven's broiler with the rack in the upper third position.
Paso 4: Whisk eggs in a large bowl. Add baking powder, fenugreek, salt, and turmeric; whisk until thoroughly combined. Fold in parsley, cilantro, dill, and leeks. Gently stir to combine; the mixture will be mostly herbs, with just enough egg for moisture.
Paso 5: Heat remaining 2 tablespoons olive oil in the same skillet over medium heat. Add herb mixture and distribute evenly in the skillet, smoothing the top. Cover and cook, undisturbed, until the bottom and edges are just set, about 8 minutes.
Paso 6: Uncover and cook under the preheated broiler until the top and middle are cooked through, 1 to 2 minutes.",https://www.allrecipes.com/recipe/282830/kuku-sabzi/
Frittatas,Spinach-Feta Frittata,"This spinach and feta frittata is great for breakfast or lunch. I love it with cherry tomatoes, but fresh melon and other fruit would also be delicious with it.",15 mins,25 mins,40 mins,6,"1 tablespoon unsalted butter
½ cup chopped onion
1 cup Potato, red, flesh, cooked, baked
½ (10 ounce) package frozen chopped spinach - thawed, drained, and squeezed dry
1 (4 ounce) container crumbled feta cheese
6 large eggs, lightly beaten
¼ cup heavy cream
½ teaspoon smoked sweet paprika
½ teaspoon salt, or to taste
¼ teaspoon ground black pepper, or to taste","Paso 1: Preheat the oven to 400 degrees F (200 degrees C).
Paso 2: Melt butter in a 10-inch, oven-proof skillet over medium heat. Add onions and cook until they start to turn translucent, about 2 minutes. Stir in potatoes and spinach, and remove from heat. Sprinkle with feta cheese.
Paso 3: Stir beaten eggs, heavy cream, paprika, salt, and pepper together in a bowl until well blended. Pour egg mixture over the cheese and vegetables.
Paso 4: Place skillet in the preheated oven and bake until eggs are set and the top is lightly browned, 20 to 25 minutes. Remove from the oven and allow to cool slightly. Serve warm.",https://www.allrecipes.com/recipe/284668/spinach-feta-frittata/
Frittatas,Air Fryer Spinach and Mushroom Frittata,A quick and easy breakfast for one serving. This gives you time to do other things while the frittata is air frying.,10 mins,20 mins,30 mins,1,"nonstick cooking spray
2 large eggs
1 ½ tablespoons heavy whipping cream
1 cup coarsely chopped spinach leaves
½ cup diced mushrooms
¼ cup shredded sharp Cheddar cheese
salt and freshly ground black pepper to taste","Paso 1: Preheat an air fryer to 400 degrees F (200 degrees C). Spray a 4 1/2-inch ramekin with nonstick spray.
Paso 2: Whisk eggs and cream together in a bowl. Stir in spinach, mushrooms, Cheddar cheese, salt, and pepper until well combined. Pour into the prepared ramekin and cover tightly with foil.
Paso 3: Air-fry for 12 minutes. Remove foil and air-fry until top starts to brown and a toothpick inserted into the center comes out clean, 4 to 8 more minutes.",https://www.allrecipes.com/recipe/285031/air-fryer-spinach-and-mushroom-frittata/
Frittatas,Ramen Noodle Frittata,Ramen noodles are baked into a frittata and topped with shredded cheese. My kids love this frittata for lunch! It's so easy to make!,5 mins,15 mins,20 mins,4,"2 (3 ounce) packages chicken flavored ramen noodles
6  eggs
2 teaspoons butter
½ cup shredded Cheddar cheese","Paso 1: Place noodles in a saucepan filled with boiling water, reserving the seasoning packet. Cook until tender, and drain. In a medium bowl, whisk together the eggs and seasoning packets from the noodles. Mix in noodles.
Paso 2: Melt butter in a large skillet over medium heat. Add the noodle mixture, and cook over medium-low heat until firm, 5 to 7 minutes. Cut into fourths, and turn over to brown the other side for 1 to 2 minutes. Sprinkle cheese over the top, and serve.",https://www.allrecipes.com/recipe/53299/ramen-noodle-frittata/
Frittatas,Frittata with Leftover Greens,"Use leftover cooked greens (which, in my experience, don't reheat so nicely) in this delicious frittata recipe! You can use spinach, Swiss chard, kale, etc.",20 mins,20 mins,45 mins,6,"5  large eggs
2  large egg whites
2 tablespoons chopped fresh parsley
1/2 teaspoon salt, divided
1/2 teaspoon ground black pepper, divided
1 tablespoon olive oil
1 cup chopped red onion
¼ cup grape tomatoes, halved
1 cup cooked Swiss chard (thawed if frozen)
¼ cup grated Parmesan cheese","Paso 1: Set an oven rack in the upper third of the oven and preheat the oven's broiler.
Paso 2: Beat eggs and egg whites together in a mixing bowl until smooth. Whisk in parsley, 1/4 teaspoon salt, and 1/4 teaspoon black pepper until evenly blended; set aside.
Paso 3: Heat olive oil in a 10-inch cast-iron skillet over medium heat. Add onion, remaining 1/4 teaspoon salt, and remaining 1/4 teaspoon black pepper; cook and stir until onion softens and turns translucent, about 5 minutes. Stir in tomatoes; cook 1 minute. Add cooked Swiss chard; cook and stir until heated through. Pour in egg mixture, cover, and cook until edges of eggs are set, about 5 minutes. Uncover; sprinkle with Parmesan cheese.
Paso 4: Cook in the preheated broiler until cheese is golden brown and center of frittata has set, about 2 minutes. Let stand before serving, 3 minutes.",https://www.allrecipes.com/recipe/218590/frittata-with-leftover-greens/
Frittatas,Mini Frittatas with Quinoa,"Savory bites equally excellent hot or cold. Ideal for breakfast, brunch, lunch, or dinner.",20 mins,45 mins,1 hr 10 mins,6,"1 ½ cups water
¾ cup quinoa, rinsed and drained
2  eggs
2  egg whites
1 cup shredded zucchini
1 cup shredded Swiss cheese
½ cup diced ham
¼ cup chopped fresh parsley
2 tablespoons grated Parmesan cheese
¼ teaspoon ground white pepper","Paso 1: Preheat oven to 400 degrees F (200 degrees C). Grease 6 muffin cups.
Paso 2: Bring the quinoa and water to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until the quinoa is tender and the water has been absorbed, 15 to 20 minutes.
Paso 3: Combine cooked quinoa, eggs, egg whites, zucchini, Swiss cheese, ham, parsley, Parmesan cheese, and white pepper in a large bowl and mix until thoroughly combined. Spoon mixture to the top of each prepared muffin cup.
Paso 4: Bake in preheated oven until the edges of frittatas are golden brown, about 30 minutes. Allow to cool at least 5 minutes in the pan before serving. Serve hot or cold.",https://www.allrecipes.com/recipe/228596/mini-frittatas-with-quinoa/
